SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,avg_monthly_value,high_monthly_charge,short_tenure,estimated_customer_value,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,61,29.34,1789.74,1,0.4732258064516129,0,0,1789.74,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,53,23.26,1232.78,0,0.43074074074074076,0,0,1232.78,True,True,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
1,2,72.52,145.04,0,24.173333333333332,0,1,145.04,False,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
0,22,62.09,1365.98,0,2.6995652173913043,0,0,1365.98,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False
1,45,90.38,4067.1,0,1.9647826086956521,1,0,4067.1,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False
1,47,89.66,4214.02,0,1.8679166666666667,1,0,4214.0199999999995,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False
1,48,39.16,1879.68,0,0.7991836734693877,0,0,1879.6799999999998,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False
1,18,84.82,1526.76,0,4.464210526315789,1,0,1526.7599999999998,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
0,21,57.33,1203.93,0,2.605909090909091,0,0,1203.93,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,15,47.5,712.5,1,2.96875,0,0,712.5,True,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
1,23,28.01,644.23,0,1.1670833333333335,0,0,644.23,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,54,61.74,3333.96,0,1.1225454545454545,0,0,3333.96,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1,67,53.92,3612.64,0,0.7929411764705883,0,0,3612.6400000000003,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
0,3,108.75,326.25,1,27.1875,1,1,326.25,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True
1,39,79.53,3101.67,0,1.98825,0,0,3101.67,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False
0,11,38.89,427.79,0,3.2408333333333332,0,1,427.79,True,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
1,70,42.72,2990.4,0,0.6016901408450704,0,0,2990.4,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False
1,72,101.56,7312.32,0,1.3912328767123288,1,0,7312.32,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
0,32,103.54,3313.28,0,3.1375757575757577,1,0,3313.28,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True
0,51,35.73,1822.23,0,0.6871153846153846,0,0,1822.2299999999998,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False
1,52,114.08,5932.16,1,2.1524528301886794,1,0,5932.16,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True
1,20,60.28,1205.6,0,2.8704761904761904,0,0,1205.6,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True
0,39,56.46,2201.94,0,1.4115,0,0,2201.94,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
1,24,89.4,2145.6,0,3.576,1,0,2145.6000000000004,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True
0,49,62.94,3084.06,0,1.2588,0,0,3084.06,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False
1,68,41.87,2847.16,0,0.6068115942028985,0,0,2847.16,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
1,69,81.98,5656.62,0,1.1711428571428573,1,0,5656.62,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True
1,64,118.35,7574.4,1,1.8207692307692307,1,0,7574.4,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
1,31,54.68,1695.08,0,1.70875,0,0,1695.08,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False
0,54,93.25,5035.5,1,1.6954545454545455,1,0,5035.5,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True
1,27,79.64,2150.28,0,2.8442857142857143,0,0,2150.28,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True
0,30,35.56,1066.8,0,1.1470967741935485,0,0,1066.8000000000002,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
1,58,107.59,6240.22,1,1.8235593220338984,1,0,6240.22,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
1,16,78.4,1254.4,0,4.611764705882353,0,0,1254.4,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True
1,10,51.49,514.9,0,4.680909090909091,0,1,514.9,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
1,18,64.2,1155.6,0,3.378947368421053,0,0,1155.6000000000001,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
1,37,73.33,2713.21,0,1.9297368421052632,0,0,2713.21,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False
0,43,73.85,3175.55,0,1.6784090909090907,0,0,3175.5499999999997,True,False,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False
1,33,81.83,2700.39,0,2.406764705882353,1,0,2700.39,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
1,50,85.47,4273.5,1,1.6758823529411764,1,0,4273.5,True,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
0,48,22.98,1103.04,0,0.4689795918367347,0,0,1103.04,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1,2,109.41,218.82,1,36.47,1,1,218.82,False,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False
0,28,45.46,1272.88,0,1.5675862068965518,0,0,1272.88,True,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False
1,19,81.33,1545.27,1,4.0665,1,0,1545.27,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
0,61,23.4,1427.4,0,0.37741935483870964,0,0,1427.3999999999999,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
0,62,81.15,5031.3,0,1.2880952380952382,1,0,5031.3,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
1,58,102.49,5944.42,0,1.7371186440677966,1,0,5944.42,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
1,53,24.87,1318.11,0,0.46055555555555555,0,0,1318.1100000000001,False,False,True,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True
1,6,30.35,182.1,1,4.335714285714286,0,1,182.10000000000002,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
0,4,21.96,87.84,0,4.392,0,1,87.84,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
1,3,39.0,117.0,1,9.75,0,1,117.0,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
0,47,61.6,2895.2,0,1.2833333333333334,0,0,2895.2000000000003,True,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False
0,31,32.42,1005.02,0,1.013125,0,0,1005.0200000000001,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,4,104.4,417.6,1,20.880000000000003,1,1,417.6,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False
1,31,75.54,2341.74,0,2.360625,0,0,2341.7400000000002,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True
1,61,87.13,5314.93,0,1.4053225806451612,1,0,5314.929999999999,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False
0,16,69.59,1113.44,0,4.093529411764706,0,0,1113.44,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,57,48.22,2748.54,0,0.8313793103448276,0,0,2748.54,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
1,42,49.53,2080.26,1,1.1518604651162792,0,0,2080.26,True,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1,51,97.08,4951.08,0,1.866923076923077,1,0,4951.08,False,True,True,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True
1,11,77.18,848.98,1,6.4316666666666675,0,1,848.98,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False
0,41,80.51,3300.91,1,1.9169047619047621,1,0,3300.9100000000003,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False
0,17,49.78,846.26,0,2.7655555555555558,0,0,846.26,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,38,46.98,1785.24,0,1.2046153846153846,0,0,1785.2399999999998,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False
1,31,95.66,2965.46,0,2.989375,1,0,2965.46,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0,40,28.87,1154.8,0,0.7041463414634147,0,0,1154.8,True,False,True,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True
0,8,92.31,738.48,1,10.256666666666668,1,1,738.48,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
0,45,94.59,4256.55,0,2.056304347826087,1,0,4256.55,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False
1,59,118.56,6995.04,0,1.976,1,0,6995.04,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True
0,22,94.48,2078.56,0,4.107826086956522,1,0,2078.56,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1,25,23.13,578.25,0,0.8896153846153846,0,0,578.25,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False
1,62,46.4,2876.8,0,0.7365079365079364,0,0,2876.7999999999997,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
0,58,23.75,1377.5,0,0.4025423728813559,0,0,1377.5,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True
0,6,22.94,137.64,0,3.277142857142857,0,1,137.64000000000001,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
0,14,36.97,517.58,0,2.4646666666666666,0,0,517.5799999999999,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True
0,15,65.22,978.3,0,4.07625,0,0,978.3,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True
0,71,92.94,6598.74,0,1.2908333333333333,1,0,6598.74,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False
1,64,81.58,5221.12,0,1.255076923076923,1,0,5221.12,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False
0,12,89.63,1075.56,0,6.894615384615384,1,0,1075.56,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
1,40,86.51,3460.4,0,2.1100000000000003,1,0,3460.4,True,True,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
0,50,27.88,1394.0,0,0.5466666666666666,0,0,1394.0,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True
0,19,86.13,1636.47,0,4.3065,1,0,1636.4699999999998,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False,False
0,47,63.82,2999.54,0,1.3295833333333333,0,0,2999.54,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False
1,7,39.76,278.32,0,4.97,0,1,278.32,False,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False
0,45,53.48,2406.6,1,1.162608695652174,0,0,2406.6,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
1,65,52.68,3424.2,0,0.7981818181818182,0,0,3424.2,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0,33,73.67,2431.11,0,2.166764705882353,0,0,2431.11,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
1,29,84.4,2447.6,0,2.8133333333333335,1,0,2447.6000000000004,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False
1,70,30.54,2137.8,0,0.43014084507042255,0,0,2137.7999999999997,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0,7,109.33,765.31,1,13.66625,1,1,765.31,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
0,47,38.0,1786.0,0,0.7916666666666666,0,0,1786.0,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
0,12,95.69,1148.28,0,7.360769230769231,1,0,1148.28,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False
1,66,98.75,6517.5,0,1.4738805970149254,1,0,6517.5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0,59,62.43,3683.37,1,1.0405,0,0,3683.37,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
0,53,43.41,2300.73,0,0.8038888888888889,0,0,2300.73,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False
1,21,46.82,983.22,0,2.1281818181818184,0,0,983.22,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
0,3,119.45,358.35,1,29.8625,1,1,358.35,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False
0,56,28.32,1585.92,0,0.4968421052631579,0,0,1585.92,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
0,67,60.54,4056.18,0,0.8902941176470588,0,0,4056.18,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
1,31,70.65,2190.15,0,2.2078125,0,0,2190.15,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False
1,11,72.24,794.64,0,6.02,0,1,794.64,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False
0,39,114.52,4466.28,1,2.863,1,0,4466.28,True,False,True,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
0,70,65.2,4564.0,0,0.9183098591549296,0,0,4564.0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
0,1,106.06,106.06,1,53.03,1,1,106.06,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True
1,40,91.85,3674.0,0,2.2402439024390244,1,0,3674.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False
1,66,80.15,5289.9,0,1.196268656716418,1,0,5289.900000000001,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1,1,100.31,100.31,1,50.155,1,1,100.31,False,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
0,21,41.35,868.35,0,1.8795454545454546,0,0,868.35,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,33,23.55,777.15,0,0.6926470588235294,0,0,777.15,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False
0,69,74.68,5152.92,0,1.066857142857143,0,0,5152.92,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
0,45,53.96,2428.2,0,1.1730434782608696,0,0,2428.2,True,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False
1,35,117.46,4111.1,0,3.2627777777777776,1,0,4111.099999999999,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False
1,45,113.47,5106.15,0,2.4667391304347825,1,0,5106.15,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0,5,108.96,544.8,1,18.16,1,1,544.8,True,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,False
0,67,55.71,3732.57,0,0.819264705882353,0,0,3732.57,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True
1,68,47.32,3217.76,0,0.6857971014492754,0,0,3217.76,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
1,66,38.64,2550.24,0,0.5767164179104478,0,0,2550.2400000000002,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False
0,71,84.45,5995.95,0,1.1729166666666666,1,0,5995.95,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0,26,71.16,1850.16,0,2.6355555555555554,0,0,1850.1599999999999,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
1,27,67.94,1834.38,0,2.426428571428571,0,0,1834.3799999999999,False,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,60,109.39,6563.4,0,1.7932786885245902,1,0,6563.4,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False
1,39,26.02,1014.78,0,0.6505,0,0,1014.78,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False
0,71,109.34,7763.14,0,1.5186111111111111,1,0,7763.14,True,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,69,111.31,7680.39,1,1.590142857142857,1,0,7680.39,False,True,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
1,55,95.93,5276.15,1,1.7130357142857144,1,0,5276.150000000001,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1,49,35.42,1735.58,0,0.7084,0,0,1735.5800000000002,True,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False
1,47,40.78,1916.66,0,0.8495833333333334,0,0,1916.66,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False
1,69,107.88,7443.72,1,1.5411428571428571,1,0,7443.719999999999,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1,8,103.53,828.24,0,11.503333333333334,1,1,828.24,False,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,False
0,20,87.42,1748.4,0,4.162857142857143,1,0,1748.4,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True
1,37,73.61,2723.57,0,1.9371052631578947,0,0,2723.57,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
1,72,104.79,7544.88,1,1.4354794520547947,1,0,7544.88,True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False
1,4,109.39,437.56,1,21.878,1,1,437.56,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,45,23.46,1055.7,0,0.51,0,0,1055.7,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False
0,42,39.27,1649.34,1,0.9132558139534884,0,0,1649.3400000000001,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
0,45,72.57,3265.65,0,1.5776086956521738,0,0,3265.6499999999996,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
0,58,35.41,2053.78,0,0.6001694915254236,0,0,2053.7799999999997,True,False,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False
1,48,23.27,1116.96,0,0.47489795918367345,0,0,1116.96,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False
1,71,36.65,2602.15,0,0.5090277777777777,0,0,2602.15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False
0,28,92.76,2597.28,0,3.1986206896551725,1,0,2597.28,True,True,True,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False
1,67,37.55,2515.85,0,0.5522058823529411,0,0,2515.85,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
1,36,37.83,1361.88,0,1.0224324324324323,0,0,1361.8799999999999,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True
0,30,24.19,725.7,1,0.7803225806451614,0,0,725.7,True,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,54,69.44,3749.76,0,1.2625454545454544,0,0,3749.7599999999998,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True
1,35,64.72,2265.2,0,1.7977777777777777,0,0,2265.2,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False
1,19,36.88,700.72,0,1.844,0,0,700.72,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False
0,25,68.4,1710.0,0,2.630769230769231,0,0,1710.0000000000002,False,False,True,True,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False
1,6,106.56,639.36,1,15.222857142857142,1,1,639.36,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
1,56,91.72,5136.32,1,1.6091228070175438,1,0,5136.32,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,44,43.95,1933.8,0,0.9766666666666667,0,0,1933.8000000000002,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False
1,35,58.64,2052.4,0,1.6288888888888888,0,0,2052.4,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False
0,65,96.19,6252.35,0,1.4574242424242423,1,0,6252.349999999999,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False
1,63,81.75,5150.25,1,1.27734375,1,0,5150.25,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False
1,36,117.26,4221.36,1,3.1691891891891895,1,0,4221.360000000001,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,61,98.68,6019.48,0,1.5916129032258066,1,0,6019.4800000000005,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
1,36,98.6,3549.6,0,2.6648648648648647,1,0,3549.6,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False
1,65,39.78,2585.7,0,0.6027272727272728,0,0,2585.7000000000003,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
1,13,76.44,993.72,0,5.46,0,0,993.72,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
0,43,67.3,2893.9,0,1.5295454545454545,0,0,2893.9,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
1,32,117.02,3744.64,1,3.546060606060606,1,0,3744.64,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False
1,47,25.67,1206.49,0,0.5347916666666667,0,0,1206.49,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False
